1.439575095328642362e-01,6.854141712675914100e-01,9.507089209822743303e-01,3.810650389384713232e-01,8.146989354334792655e-01,8.946868470158664266e-01,-6.554203914260818831e-01,7.911752763202097860e-01,-3.865762004213806335e-01,1.147743483856058511e-01,1.811835347462631418e-02,-2.953342755739947201e-01,8.958540871809628214e-01,3.683420170797444548e-01,-8.683738491198673692e-01,8.246898146137717767e-01,-6.306030341277255591e-01,8.706284159601502814e-01
2.191883339750386739e-01,-3.039466134710304690e-01,6.326210129749654243e-01,1.575639140645828107e-01,4.924959816037373095e-01,-1.847436741453718501e-01,6.103652491431927896e-01,-3.788443855735774690e-01,3.697880524050289885e-01,-6.479180197999983015e-01,5.707260985521220853e-01,2.186363427202127063e-01,-3.688117583766821195e-01,3.413084542794497800e-02,-9.516349102776144875e-02,2.885489748895102569e-01,-2.967226163305738407e-01,7.580997604888544128e-01
-6.679156496090479234e-01,5.360514388453010426e-01,6.190386896171535813e-01,5.945862756001567551e-01,6.895535601245326163e-01,8.636032039870209509e-01,7.967328244635085710e-03,-4.316315258969716240e-01,-2.139986993226026257e-01,-4.791102426789979329e-01,6.090786718916751941e-01,-6.908063772013208759e-01,-3.471534184511437804e-01,-4.045197558182755948e-02,9.769885578324710718e-01,-6.242872439281115238e-01,-2.452707555818245400e-01,8.208916974877400463e-02
-5.126164975671163582e-01,-5.425060921197937258e-01,8.959623430100691621e-01,-9.295041037502034253e-01,-4.211722221979039560e-01,-7.248341943667533371e-01,-9.774236273851359957e-01,4.173942816497586694e-01,5.847772356942344540e-01,-2.514522263783365297e-01,2.321916515588173802e-02,-6.500649102256250700e-01,-6.312796745441422441e-01,7.559495163212741620e-01,5.532706101483140237e-01,2.311499545279354084e-01,3.870183489910350438e-01,-3.461124794149310624e-01
-8.926422133332598818e-01,1.850227718226542528e-01,7.330541136698036642e-01,3.033764420232010206e-01,4.380948792997834129e-01,9.197783844048603719e-01,-3.698571256807368091e-01,-8.091792073754353609e-01,3.527023112425289320e-01,-3.532338448157728017e-01,-4.093848213521902313e-01,2.055158105738998930e-01,-4.422753310633424917e-01,-7.474929616270340471e-01,-7.630748885196416698e-01,9.632039401520113842e-01,5.525408026043214793e-01,8.625169193632356013e-01
-4.799646899744067774e-01,-3.392102334673363639e-01,-5.956410230598105926e-01,9.400472489691535927e-01,-4.796304334441838790e-01,6.832589267597239946e-01,6.995006642931833607e-01,2.306376619346746093e-01,-8.993375124552762667e-01,-3.390353479855603425e-01,8.071231585100895334e-01,-3.551420988085711716e-01,-1.297401748602868832e-01,-8.618002686971681925e-02,-1.738124362618380658e-01,-4.930258605552941820e-01,-8.054038382581460986e-01,5.598582722021143709e-01
9.790191459098569471e-01,8.233699388529402974e-01,1.075599811726482002e-01,-6.456736396123332611e-01,-1.020737586294842014e-01,-4.276149057118650010e-01,-6.088208780087858152e-01,-8.135317548989080549e-01,8.454795476251830699e-02,-6.401457006346660261e-01,9.446936421992853106e-01,3.223656316634189167e-01,8.406239613677390921e-02,-4.202481422247286158e-01,8.954219648042460733e-02,-8.499675277542952934e-01,-5.275054051651784093e-02,2.670794384654322506e-01
8.211527722783595884e-02,-5.380386358308641981e-01,-1.788959342469040870e-01,9.927734068183027283e-01,8.471971570304503985e-02,-8.928817699092090887e-01,-3.828793643234658095e-01,-5.386783354822144432e-01,9.903288653415240894e-01,-6.701163800339768883e-01,4.317492081006082394e-01,6.922923890322645324e-01,-6.917948981741317560e-01,-6.527592178632182218e-01,-6.055877741713084905e-01,3.611382072764197648e-01,8.200073329235557651e-01,-4.849785895284930426e-01
3.821377892542916488e-01,-8.791368170521449699e-01,9.581510766014249558e-01,-3.021937388643907152e-01,-8.936016862850029163e-01,3.192572985537005525e-01,-1.641392999659729846e-02,2.019505580821490121e-02,7.168785542897735397e-01,6.591927536357846673e-01,6.892917653978334336e-01,5.710677093038680763e-01,-4.746407039486051360e-01,3.176585459712533144e-02,7.470927829853259983e-01,-3.245975041200304112e-01,9.292807629122983304e-01,-1.995885250526656662e-01
1.907225106421259753e-01,-6.758883747984514301e-01,4.830106014630004552e-01,-9.471543552589358761e-01,-8.767664113628779177e-01,-7.623227948282809141e-01,8.953952347957661040e-02,-9.086247096725146299e-01,8.634659952469669886e-01,-2.601781038986472616e-01,1.026591756893746599e-02,-1.271370471409267733e-01,4.226098001886215982e-01,-9.747615661279418475e-02,9.543481650509555436e-02,-6.140388770937612595e-01,8.335489575420835795e-01,-8.297327919261829887e-01
-6.367524605998904352e-01,-9.203994099170480503e-01,-4.271318229732181670e-01,9.163799217424684063e-01,-1.924785615348634238e-01,-8.922395714239370612e-01,1.316802580332918637e-01,-1.339807395148877589e-01,-4.955988902974590715e-01,-9.625337279215437913e-01,-6.662156877192393356e-01,-4.165665574707233532e-01,5.294139277174980673e-01,-2.493180606969953583e-01,-1.311312916055795696e-01,-9.030164588712346063e-01,-8.721245023822585818e-01,9.066252046095575334e-01
7.891368818475819058e-01,1.596932550792937722e-01,-2.359838904073241483e-01,-2.352339263953373560e-01,-5.865484826213547276e-01,5.670418073240646173e-02,6.228169959963842928e-01,6.204270838988952264e-01,-1.119780900885243291e-01,8.628357014347767251e-01,5.492451781448273174e-01,3.230405694481974788e-01,-3.533253292571074677e-01,7.091020294394079215e-02,8.414233156693990967e-01,-7.677268473100937740e-01,3.673149753763760295e-02,-5.552933530824455399e-01
-7.005601426250218644e-01,8.481090057287377082e-01,-4.369506325695016180e-02,5.053776987093123729e-01,3.086677231509851183e-01,1.749220537630216121e-01,-1.483903144267546548e-01,8.408635132757145136e-01,2.714312101885405504e-01,5.459134547008757110e-01,9.407286635826013210e-01,-1.808626066375627062e-01,-3.413010534491514036e-01,-2.893703056198666523e-01,-2.649796783331788141e-01,-9.359333432689309618e-02,7.047704909992402733e-02,-5.237237562622061304e-01
6.150600136900938875e-01,-2.165687226351153960e-02,-5.994194802029439995e-01,1.756639051670325635e-01,9.704898217579787101e-01,-5.692089539114555397e-01,3.046419250488707764e-01,2.442266256505698507e-02,3.122201683114860238e-01,4.182195295763322385e-01,1.051361092733325009e-01,8.078690657050846546e-02,-7.118910794949793175e-01,-1.826349061946035413e-01,3.097250863617893035e-01,-5.645780632330870130e-01,6.630229387218828929e-01,-9.017029235685836142e-02
6.614998252407700008e-02,-8.094310107011173372e-01,-7.228369422429190561e-01,-1.489458669601293472e-01,-9.722481168589447442e-02,3.068837143149827362e-02,-7.502807128895436772e-01,-6.270645404694576985e-01,-1.184418572801411162e-01,9.320412555111652342e-01,-8.637545940893402996e-01,-8.193516292117655198e-01,-6.468955454407778749e-01,3.155578007940593732e-01,8.381431313077210010e-01,4.195199643850346938e-01,-4.672120046696388584e-01,6.723155884922134007e-01
-6.844479795282296664e-01,6.792242369429446480e-01,-3.444722224856853199e-01,2.613990645128458912e-01,5.552012163081827545e-01,6.690750270647498610e-01,4.146974148958162409e-01,7.490417130275450752e-01,-7.658232746322479745e-01,-9.020303583965390004e-01,1.703389388926714876e-01,-8.171807653030445096e-01,-8.899448923523922694e-01,-1.975633387052708745e-01,-3.604754881543577039e-01,-6.663668591632367910e-01,-8.449617552075237015e-01,-7.234518071520847915e-01
8.843530081520745156e-01,2.219632483341742457e-01,-5.919662132964214063e-01,7.101019362797453827e-01,-6.352294218924123825e-01,8.416365824632787707e-02,4.411956491044248807e-01,-8.855288370038527646e-02,-5.832690266367714926e-01,-8.288633297953151846e-02,-5.723327269560118946e-01,1.027164691375639372e-01,-7.192333061588067622e-01,8.789792256650017510e-01,-2.233158642420991491e-01,-1.031753486709008349e-02,-1.594896575205204670e-01,7.483652875089961132e-01
-7.247728069683472274e-01,-4.095887023096991264e-01,-3.718336197359897177e-01,8.768431240286440609e-01,-8.492205864202007071e-02,4.312600332501312916e-01,8.001981014874748332e-02,8.218334799021500547e-01,3.867083483306321678e-01,7.953512354266885076e-01,-5.861331606726367660e-01,-2.152054816435695628e-01,-7.248284356034577769e-01,-6.396578751139936347e-01,-2.243662263139596380e-01,2.592638837604432922e-01,-7.795631395829869525e-01,7.338260719197988724e-01
